Dialogue ID,Dialogue,Character Name,Banter
1630,They're headed to the Dark Forest! Why spiders! Why couldn't it be follow the butterflies?â,Ron Weasley,0
4797,How much for me?,Ron Weasley,1
3922,Not to mention you dueled with You- Know-Who all alone and he still couldn't kill you!,Ron Weasley,0
6661,Piss off!  Arthur Weasley's ten times the wizard you are!,Ron Weasley,0
3486,Do you think we'll ever just have a quiet year at Hogwarts?,Ron Weasley,0
4831,You're barking.  What would You- Know-Who want with a sod like Malfoy?,Ron Weasley,0
572,They're really rare.  I wonder who gave it to you?,Ron Weasley,0
5162,"C'mon, Harry.  We've got a game to win.",Ron Weasley,0
5179,"Look, I can't help it if she's got her knickers in a twist.  What Lav and I have -- well, let's just say there was no stopping it.  It's chemical.  Will it last?  Who knows?  Point is, I'm a free agent.",Ron Weasley,0
4748,Harry?  Did someone say Harry?,Ron Weasley,1
1649,Harry!,Ron Weasley,0
1009,"Oh, it",Ron Weasley,1
3126,I told him I'd get him Harry's autograph. Oh look mum's sent me something. Mum sent me a dress??,Ron Weasley,0
2066,Sure.,Ron Weasley,1
299,"Whew, we made it. Can you imagine the look on McGonagall's face if we were late?",Ron Weasley,0
5903,"Bill and Fleur.  Mum's been planning it for months.  Only thing that's kept her sane, I reckon.  She'll kill me if I miss it.  Kill you too.  Rather go face to face with You-Know-Who if I'm honest.",Ron Weasley,0
6881,Lumos !,Ron Weasley,0
6921,Never mind! What did you see?,Ron Weasley,1
6208,Piss off.,Ron Weasley,1
2292,"Bloody hell, Harry. That was not funny.",Ron Weasley,0
451,Ew.,Ron Weasley,1
2416,I'm not going back.,Ron Weasley,1
1702,You're the Defense Against the Dark Arts teacher! You can't go now!,Ron Weasley,0
1416,I heard you speaking Parseltongue. Snake language?,Ron Weasley,0
234,Wicked.,Ron Weasley,1
661,"It's crazy. And worse, Malfoy knows.",Ron Weasley,0
2355,Unless of course you've been ripped to pieces!,Ron Weasley,0
779,Ahhh!,Ron Weasley,1
6237,"I overheard a bloke from the Enforcement office talking about it at the Ministry.  Blimey, what's that smell?",Ron Weasley,0
6304,Wizards were here.,Ron Weasley,1
985,"It's not much, but it's home.",Ron Weasley,0
5356,How do I look?,Ron Weasley,0
7092,I've never got this far before.,Ron Weasley,1
6613,"You're supposed to say the Cloak, but who wants to spend all day being invisible.  Dead boring if you ask me.  But an unbeatable wand!",Ron Weasley,0
423,Wingardrium Leviosar!,Ron Weasley,0
6061,"The two clinging to the tree are Death Eaters for sure.  Dunno 'bout the bloke on the bench. Can't see us, of course.  But we'll have to be careful coming and going.  C'mon.  There's something else you need to see.",Ron Weasley,0
5366,"Hello, darling.  Fancy a drink?",Ron Weasley,0
735,"Trevor shh! Go, you shouldn't be here!",Ron Weasley,0
6556,I think Hermione's right.  I think we ought to go and see Lovegood. What say we vote on it?  Those in favor...,Ron Weasley,0
1469,I think I'm gonna be sick!,Ron Weasley,0
5869,Hey ya -- Well... thanks.,Ron Weasley,1
2201,When did she come in? Did you see her come in?,Ron Weasley,1
2433,"Not good, brilliant!",Ron Weasley,1
6241,Is that it?,Ron Weasley,1
4833,It's a creepy shop.  He's a creepy bloke.,Ron Weasley,0
6239,Not bloody likely.  Smells like something Ginny would cook.,Ron Weasley,0
6814,What d'you think?,Ron Weasley,1
810,"You there! D-5!  Yes, Hermione, I think this is going to be exactly like wizard's chess!",Ron Weasley,0
516,"Come on, Hermione!",Ron Weasley,0
762,Now what are we gonna do?!,Ron Weasley,1
5004,"Has a bit of a thing for you, Hermione.  Cormac.",Ron Weasley,0
3214,No. Absolutely not.,Ron Weasley,1
6904,You're asking us? You're the brilliant one.,Ron Weasley,0
5941,"Oh, c'mon!  Beedle's stories are famous!  Babbity Rabbitty? No...?",Ron Weasley,0
1666,Aah!,Ron Weasley,1
767,Harry!,Ron Weasley,0
6471,Anything?,Ron Weasley,1
6597,Midnight.  Mum always said midnight. But twilight's fine.  Better actually.,Ron Weasley,0
4794,How much for this?,Ron Weasley,1
6846,"Harry, what do we do? Harry...?",Ron Weasley,0
4892,That was cheerful.,Ron Weasley,1
6109,Piece of advice.  Let's not rehash old times.  Got it... mate?,Ron Weasley,0
3192,What are those??,Ron Weasley,1
1117,Ahh-ha-ha! My wand! Look at my wand!,Ron Weasley,0
