Dialogue ID,Dialogue,Character Name,Banter
4982,"Over time, while here at Hogwarts, Tom Riddle grew close to one particular teacher.  Can you guess which teacher that might be?",Albus Dumbledore,0
4521,"Are you all right, Harry?",Albus Dumbledore,1
5604,Oh yes.,Albus Dumbledore,1
4963,It's a school.  A school of... magic.,Albus Dumbledore,1
2951,What do you suggest Minerva?,Albus Dumbledore,1
4708,"Ah yes.  Introductions.  Harry, this is an old friend and colleague of mine, Horace Slughorn.  Horace, this is, well, you know who this is. Apparently there's some thought he may be the Chosen One.",Albus Dumbledore,0
5619,"Your word, Harry!  Your word!",Albus Dumbledore,1
2862,"So Hogwarts has been choosen to host a legendary event. The Tri-Wizard tournament. Now for those of you who do not know, the tri-wizard tournament brings together three schools for a series of magical contests. From each school a single contestant is selected to compete. Now let me be clear, if choosen you stand alone. And trust me when I say these contests are not for the faint hearted, but more of that later. For now please join me in welcoming the lovely ladies of the Beauxbatons Academy of magic and their headmistress Madam Maxime.",Albus Dumbledore,0
5543,"It's a Horcrux, yes.  Four years ago, when you saved Ginny Weasley's life in the Chamber of Secrets, when you brought me this I knew.  This was a different kind of magic.  Very dark.  Very powerful.  But until tonight, I had no idea just how powerful...",Albus Dumbledore,0
5625,Aguamenti.,Albus Dumbledore,1
3092,Barty. The bag.,Albus Dumbledore,1
7315,"Oh, yes.",Albus Dumbledore,1
1543,"I'm afraid they are, Tom. They are true.",Albus Dumbledore,1
7256,For the time being?,Albus Dumbledore,1
1826,Voldemort.,Albus Dumbledore,1
4704,"I must say, you make a very convincing armchair, Horace.",Albus Dumbledore,0
2448,"No, minister. Over this way.",Albus Dumbledore,1
4549,No.,Albus Dumbledore,1
4055,How did you see this? How were you positioned when you saw it?,Albus Dumbledore,0
3439,Tell me what happened!,Albus Dumbledore,1
596,"Back again, Harry?  I see that you, like so many before you, have discovered the delights of the Mirror of Erised. I trust by now you realize what it does. Let me give you a clue. The happiest man on earth would look into the mirror and see only himself, exactly as he is.",Albus Dumbledore,0
1438,"Oh, and about time, too. He's been looking dreadful for days. Pity you had to see him on a burning day. Fawkes is a phoenix, Harry. They burst into flame when it is time for them to die, and then they are reborn from the ashes.",Albus Dumbledore,0
1257,"But how she has been Petrified, I cannot say",Albus Dumbledore,0
3473,Your arm Harry.,Albus Dumbledore,1
3312,"For showing unique command of the bubblehead shark. The way I see it, Mr Potter would have finished first had it not been for his determination to rescue not only Mr Weasly but the others as well. We've agreed to award him second place! For outstanding moral fibre.",Albus Dumbledore,0
5597,"If you would, Harry...",Albus Dumbledore,1
4972,Take it out.,Albus Dumbledore,1
4516,"You are quite wrong, Tom, as you have always been.",Albus Dumbledore,0
2656,Look beyond the rocks.,Albus Dumbledore,1
1621,"Calm yourself, Hagrid. If the governors desire my removal, I will, of course, step aside. However, you will find that help will always be given at Hogwarts to those who ask for it.",Albus Dumbledore,0
4545,"This pain is part of being human, Harry...",Albus Dumbledore,0
5547,One destroys Voldemort.,Albus Dumbledore,0
5569,"Harry.  You need a shave, my friend.",Albus Dumbledore,1
3727,"Only if the Dementors are still taking their orders from only the Ministry these days. I believe you know my views on this, Cornelius.",Albus Dumbledore,0
1449,"Very well, then. Off you go.",Albus Dumbledore,1
5580,"Your word, Harry.",Albus Dumbledore,0
4129,"Correct again. I must confess that I was, however, under the impression that this young girl only told you a meeting was going on tonight.",Albus Dumbledore,0
4701,Horace!,Albus Dumbledore,1
4569,Kreacher lied. He wanted you to go to the Department of Mysteries.,Albus Dumbledore,0
5621,Kill me!  It's the only way!,Albus Dumbledore,0
9,"No problems, I trust, Hagrid?",Albus Dumbledore,1
4574,Ah. Apparently Kreacher had injured Buckbeak to distract him in case you tried to contact Headquarters.,Albus Dumbledore,0
7237,You disgust me. You would sacrifice the life of an innocent child over a schoolboy crush?,Albus Dumbledore,0
2668,All right.,Albus Dumbledore,1
4526,"Minister, you have just seen You- Know-Who in the flesh only seconds ago! It is time to come to your senses!",Albus Dumbledore,0
5643,"Good evening, Draco.  What brings you out on such a fine Spring evening?  Or is it Summer?",Albus Dumbledore,0
4152,"Naturally. All of you did rather well on your spellwork at this school, but if you attempt to take me in by force, I'm afraid I shall have to hurt you.",Albus Dumbledore,0
3475,"Send an owl to Azkaban, think they'll find they're missing a prisoner.",Albus Dumbledore,0
2663,Over there.,Albus Dumbledore,1
4729,Indeed they are.,Albus Dumbledore,1
4155,I'm not going into hiding. Fudge will soon regret removing me from Hogwarts.,Albus Dumbledore,0
1818,"When the governors learned that Arthur Weasley's daughter was taken into the Chamber, they saw fit to summon me back.",Albus Dumbledore,0
1549,"Very well, then. Off you go.",Albus Dumbledore,1
1367,It means that our students are in great danger.,Albus Dumbledore,0
4590,"You have no idea the pain it causes me to tell it to you, even now. But unfortunately, I must.",Albus Dumbledore,0
4974,"Why did you want these things, Tom?",Albus Dumbledore,1
4108,"Happily, that will not be necessary. I have found a successor",Albus Dumbledore,0
7233,The Prophecy did not refer to a woman. It spoke of a boy born at the end of July --,Albus Dumbledore,0
1255,"She's not dead, Argus. She has been Petrified.",Albus Dumbledore,0
5584,Being me has its privileges.,Albus Dumbledore,1
4532,All Educational Decrees will be nullified and you will call off the search on Hagrid so he can return to work.,Albus Dumbledore,0
4581,I was trying to save his life!,Albus Dumbledore,1
4714,"Well, I think it should be put back in order for them, don't you? Mind?",Albus Dumbledore,0
3459,Do you know who I am?,Albus Dumbledore,1
5641,"Do as I say, Harry.",Albus Dumbledore,1
3296,The Beauxbatons champion Miss Delacour has unfortunately been forced to retire. She will take no further part in this task.,Albus Dumbledore,0
1820,"Curiously, Lucius, several of them were under the impression that you would curse their families, if they did not agree to suspend me in the first place.",Albus Dumbledore,0
3102,Three of our champions have now faced their dragons and so each one of them will proceed to the next task. And now our fourth and final contestant.,Albus Dumbledore,0
2953,You heard Barty the rules are clear.,Albus Dumbledore,1
7318,Not.,Albus Dumbledore,1
16,Good luck...Harry Potter.,Albus Dumbledore,1
4973,Is there anything in that box you ought not to have?,Albus Dumbledore,0
7261,"Do not ignore me, Severus. Was it not you who told me of Lord Voldemort's plan to have the Malfoy boy murder me?",Albus Dumbledore,0
1824,"Oh, yes.",Albus Dumbledore,1
4889,"Once there was a young man who, like you, sat in this very Hall. Walked this castle's corridors. Slept beneath its roof.  He seemed, to all the world, a student like any other.  His name? Tom Riddle. The Hall goes utterly silent.",Albus Dumbledore,0
851,"Good afternoon, Harry. Ah. Tokens from your admirers?",Albus Dumbledore,1
3381,"In the maze you'll find not dragons or creatures of the deep. Instead you'll face something more challenging. You see, people change in the maze. Oh find the cup if you can, but be very weary you could just lose yourselves along the way.",Albus Dumbledore,0
1447,"No, Harry. I do not think it was you But I must ask you, is there something you wish to tell me?",Albus Dumbledore,0
7358,"Actually, if I think about it... it doesn't seem curious at all.",Albus Dumbledore,0
5605,It has to be drunk.,Albus Dumbledore,1
4157,"It's fine. Now listen to me, Harry. Keep studying Occlumency! Do everything Professor Snape tells you.",Albus Dumbledore,0
4697,"Welcome to the charming village of Budleigh Babberton, Harry.  I assume right about now you're wondering why I've brought you here, am I right?",Albus Dumbledore,0
5653,You're not alone.  Are you.  There are others.  How?,Albus Dumbledore,1
5646,"You are not an assassin, Draco.",Albus Dumbledore,0
5308,I suspect he is ashamed of it.,Albus Dumbledore,0
4539,"I understand how you feel, Harry--",Albus Dumbledore,0
4135,"Again, I cannot have you manhandling my students, Professor Umbridge.",Albus Dumbledore,0
4149,But I do. You seem to be laboring under the delusion that I would 'come quietly.',Albus Dumbledore,0
4734,"You'll not be going back to Little Whinging tonight, Harry.",Albus Dumbledore,0
7250,"Sometimes we see what we expect to see, Severus. Other teachers indicate the boy is modest, likeable and while no prodigy, possesses above-average gifts. Personally, I find him rather engaging.",Albus Dumbledore,0
4564,"During your Occulumency lessons, Professor Snape discovered that you were dreaming about the door in the Department of Mysteries.",Albus Dumbledore,0
7342,"Oh yes. We are in King's Cross, you say? I think, should you so decide, you would be able to, let's say, board a train.",Albus Dumbledore,0
7252,Perhaps. oOh. Severus.,Albus Dumbledore,1
4932,"Good evening, Harry.  You got my message, I see.  Come, come.  Sit.",Albus Dumbledore,0
5539,"Oh he succeeded.  And not just once.  Think, Harry.  He's just told us.",Albus Dumbledore,0
4595,That was not the only place the Prophesy is preserved.,Albus Dumbledore,0
4109,...the Ministry can only appoint new teachers if I cannot find one. I think you will find him suitable enough.,Albus Dumbledore,0
3458,Severus...,Albus Dumbledore,1
1541,"It is not wise to be wandering around this late hour, Tom.",Albus Dumbledore,0
4158,"Close your mind! You will understand, in time. Fudge is stirring.",Albus Dumbledore,0
4062,"Many of our previous headmasters and mistresses have portraits in other institutions, allowing them to move between them.",Albus Dumbledore,0
4943,"Forgive me, Harry, I...",Albus Dumbledore,0
4579,He didn't hate Kreacher himself. Kreacher was a reminder to Sirius of the home he had always hated.,Albus Dumbledore,0
2725,Did what? Good night.,Albus Dumbledore,1
1799,And there is sufficient evidence to have you both expelled.,Albus Dumbledore,0
5614,Make it stop... Please... make it stop...,Albus Dumbledore,0
3,"I'm afraid so, Professor. The good, and the bad.",Albus Dumbledore,1
5672,Severus... please.,Albus Dumbledore,1
7331,"You will have to forgive me, Harry. You see... I didn't trust",Albus Dumbledore,0
1610,"I want it understood, Cornelius, that Hagrid has my full confidence.",Albus Dumbledore,0
2188,"Quite remarkable, yes.",Albus Dumbledore,1
4127,"Again, quite correct. However, I wonder if you have any evidence that proves this group has been meeting since then?",Albus Dumbledore,0
1436,Harry?,Albus Dumbledore,1
4585,"Perhaps not. But she took you in, however grudgingly. As long as you can call your Aunt's house your home, you are protected.",Albus Dumbledore,0
5577,"Should I tell you to run, you will run.",Albus Dumbledore,1
2604,"I do, Miss Granger. But the word of three 13-year-old wizards will convince few others. A child's voice, however honest and true... is meaningless to those who have forgotten how to listen. Mysterious thing, time. Powerful... and when meddled with, dangerous. Sirius Black is in the topmost cell of the Dark Tower. You know the laws, Miss Granger. You must not be seen. And you would do well, I feel, to return before this last chime. If not, the consequences are too ghastly to discuss. If you succeed tonight... more than one innocent life may be spared. Three turns should do it, I think. Oh, and by the way. When in doubt, I find retracing my steps to be a wise place to begin. Good luck.",Albus Dumbledore,0
5311,I asked you to get to know Professor Slughorn and you've done so.,Albus Dumbledore,0
7312,You cannot help.,Albus Dumbledore,1
1796,"You both realize, of course, that in the past few hours you have broken perhaps a dozen school rules?",Albus Dumbledore,0
5393,"This appears to be a gift, Horace. You don't by chance remember who gave you this bottle, do you -- which by the way possesses remarkably subtle hints of licorice and cherry when not polluted with poison.",Albus Dumbledore,0
4586,"And now we come to the moment of terrible truth, the moment I have dreaded for fifteen years. The moment when I must lay another burden atop your already straining shoulders.",Albus Dumbledore,0
4547,You do care. You care so much you feel like you will bleed to death because of it.,Albus Dumbledore,0
598,"Yes...and no. It shows us nothing more or less than the deepest, most desperate desires of our hearts. Now you, who have never known your family, you see them standing beside you. But remember this, Harry. This mirror gives us neither knowledge or truth. Men have wasted away in front of it, even gone mad. That is why tomorrow it will be moved to a new home, and I must ask you not to go looking for it again. It does not do to dwell on dreams, Harry, and forget to live.",Albus Dumbledore,0
4953,"How do you do, Tom.",Albus Dumbledore,1
2459,I'd like to have a cup of tea.,Albus Dumbledore,1
5611,Don't... don't make me...,Albus Dumbledore,1
4607,"There is only the end of the prophesy which we haven't addressed. It states ""neither can live while the other survives.""",Albus Dumbledore,0
3465,Are you alright Alastor?,Albus Dumbledore,0
4976,"Thievery is not tolerated at Hogwarts.  At Hogwarts, you will be taught not only how to use magic, but to control it. Understood? I'll be going now, Tom.  Leave your window open tonight.  An owl will bring you a message.  Read it carefully.",Albus Dumbledore,0
7348,Yes.,Albus Dumbledore,1
3101,Very well. Good luck champions. Mr Diggory the sound of the cannon...,Albus Dumbledore,0
4937,Do you?,Albus Dumbledore,1
7327,I was going to ask you that. Where would you say that we are?,Albus Dumbledore,0
4962,Hogwarts is not a place for mad people.,Albus Dumbledore,0
4551,"I daresay I can. And if you actually do attack me with that wand, Harry, I'm afraid to say you will regret it.",Albus Dumbledore,0
1802,"Therefore, it is only fitting, that you both receive Special Awards for Services to the School.",Albus Dumbledore,0
5573,A trait people never fail to undervalue.  I'm afraid.,Albus Dumbledore,1
1617,"Well, what exactly is it that you want with me?",Albus Dumbledore,0
3479,"I never liked these curtains. Set them on fire in my fourth year, by accident of course. I put you in terrible danger this year Harry I'm sorry.",Albus Dumbledore,0
4061,Raise the alarm. We must make sure Arthur is found by the right people.,Albus Dumbledore,0
7355,Luck.,Albus Dumbledore,1
4057,Is Arthur seriously injured?,Albus Dumbledore,0
3471,Barty Crouch Junior.,Albus Dumbledore,1
1810,"It's true, Harry. You possess many of the qualities that Voldemort himself prizes. Determination, resourcefulness, and if I may say so, a certain disregard for the rules. Why then did the Sorting Hat place you in Gryffindor?",Albus Dumbledore,0
1605,"Good evening, Hagrid. I wonder, could we?",Albus Dumbledore,1
5392,Why indeed.,Albus Dumbledore,1
4538,"Please sit, Harry.",Albus Dumbledore,1
4566,"Yes. Voldemort has been obsessed with hearing that prophesy since he returned. Because of your scar, what he was obsessed with, you were obsessed with, in the form of dreams.",Albus Dumbledore,0
865,"Love, Harry, love.  Ah. Bertie Bott's Every Flavor Beans. I was most unfortunate in my youth to come across a vomit flavored one, and since then I have lost my liking for them. But I think I could be safe with a nice toffee... Mm. Alas. Earwax.",Albus Dumbledore,0
4948,I am not family.  But his name has been known to me since birth.,Albus Dumbledore,0
3441,"It's alright Harry. It's alright, he's home, you both are.",Albus Dumbledore,1
4691,I once knew a Muggle girl from Liverpool with hair like spun silk.  No light could resist it...,Albus Dumbledore,0
7268,"On the night Lord Voldemort went to Godric's Hollow to kill Harry, and Lily Potter cast herself between them, the curse rebounded. When that happened, a part of Lord Voldemort's soul latched itself onto the only living thing it could find: Harry himself.",Albus Dumbledore,0
4063,"Fawkes, we will need a warning.",Albus Dumbledore,0
5606,"You remember the condition on which I brought you with me? This potion might paralyze me.  It might cause me to forget why I'm here.  It might create so much pain I beg for relief.  You are not to indulge these requests, Harry.  It is your job to make sure I keep drinking this potion even if you have to force it down my throat.  Understood?",Albus Dumbledore,0
4731,"You are talented, famous and powerful -- everything Horace values.  Professor Slughorn is going to try to collect you, Harry.  You would be his crowning jewel.  That is why he is returning to Hogwarts.  And it is crucial he return...",Albus Dumbledore,0
5655,That cabinet has been broken for years.,Albus Dumbledore,1
5389,"Quick thinking on your part, Harry.  Using a Bezoar.  You must be very proud of your student, eh, Horace?",Albus Dumbledore,0
4575,Sirius was tending to the wounds when you called.,Albus Dumbledore,0
4941,I notice you spend a great deal of time with Miss Granger.  One can't help but wonder if --,Albus Dumbledore,0
3364,"He was sent to Azkaban. Destroyed Barty to do it. But he had no choice, the evidence was overwhelming. Why do you ask?",Albus Dumbledore,0
2959,"Don't let him know though, he must be anxious enough as it is... knowing what lies ahead. Then again, we all are.",Albus Dumbledore,0
3368,"I think it's unwise for you to linger over these dreams Harry, I think it's best that you simply...",Albus Dumbledore,0
5568,"Whether it has or hasn't is irrelevant.  I will not negotiate this with you, Severus.  You agreed.  There's nothing more to discuss.",Albus Dumbledore,0
2665,Over there.,Albus Dumbledore,1
5586,"This is the place.  Oh yes, this place has known magic. Where you stand, Harry, Tom Riddle once stood many, many years ago, when he was but a poor orphan boy with a penchant for cruelty...",Albus Dumbledore,0
2454,"On the slope... Ah, Hagrid.",Albus Dumbledore,1
7332,"I feared that you would make the same mistake I made, that you would be intoxicated by the power the Hallows promise their possessor. But I crave your pardon, Harry. It's clear to me now, as it should have been all along, that you are the better man.",Albus Dumbledore,0
4981,Did I know that I had just met the most dangerous Dark Wizard of all time?  No.  Had I...,Albus Dumbledore,0
4153,Are you all right?,Albus Dumbledore,1
2933,Harry Potter. Harry Potter?,Albus Dumbledore,1
7361,"Of course it is happening inside your head, Harry. But why should that mean that it is not real?",Albus Dumbledore,0
863,"Ah, I'm afraid there are ways in which he can return. Harry, do you know why Professor Quirrell couldn't bear to have you touch him?  It was because of your mother. She sacrificed herself for you, and that kind of act leaves a mark.  No, no, this kind of mark cannot be seen. It lives in your very skin.",Albus Dumbledore,0
4059,You were listening?,Albus Dumbledore,1
2170,Make way.,Albus Dumbledore,1
2861,"Now we're all settled in and sorted, I'd like to make an announcement. This castle will not only be your home this year but home to some very special guests as well. You see Hogwarts has been choosen...",Albus Dumbledore,0
4599,"Interestingly, there were two boys whom the prophesy could have been referring to. You and Neville Longbottom.",Albus Dumbledore,0
5508,How is he?  Horace?,Albus Dumbledore,1
7254,I was... foolish... greedy...,Albus Dumbledore,1
2675,I don't think the minister's suggesting you had anything to do with this. How could you? You've been with us all the time.,Albus Dumbledore,0
