Dialogue ID,Dialogue,Character Name
4384,"There's no one here, Harry. This isn't the right room.",Hermione Granger
4389,"Harry, I think we should leave.",Hermione Granger
4396,I don't think Sirius is here.,Hermione Granger
4400,"Don't touch it, Harry!",Hermione Granger
4433,Stupify!,Hermione Granger
4435,Colloportus!,Hermione Granger
4437,"Harry, they went the wrong way!",Hermione Granger
4447,Silenco! Stupify!,Hermione Granger
4623,Harry!,Hermione Granger
4627,"Come on, let's go in to the feast.",Hermione Granger
4630,"Take your time, Harry. We'll be here when you are.",Hermione Granger
4647,What's that ?,Hermione Granger
4751,Was that an owl I heard?,Hermione Granger
4753,Really?,Hermione Granger
4756,Harry!,Hermione Granger
4762,"A few days ago.  Though... for a bit, I wasn't sure I was coming.",Hermione Granger
4765,She's not alone.  Even my parents -- and they're Muggles -- know something bad is happening.,Hermione Granger
4768,There's been a lot of chatter lately.  That he's gotten... old.,Hermione Granger
4792,These are adorable.,Hermione Granger
4805,How is it Fred and George are doing it?  Half the alley's closed down.,Hermione Granger
4808,Oh no.  Look.,Hermione Granger
4809,But everyone got their wands from Ollivander.  Young.  Old...,Hermione Granger
4818,Sorry.,Hermione Granger
4820,I don't know.,Hermione Granger
4827,"Stop, Harry, I know where you're going with this --",Hermione Granger
4830,Harry is under the impression that Draco Malfoy is now a Death Eater.,Hermione Granger
4835,I told you.  I don't know what I saw.,Hermione Granger
4844,Where's Harry?,Hermione Granger
4877,Will.  You.  Stop.  Eating!  Your best friend is missing!,Hermione Granger
4881,"Where've you been, Harry?  And what happened to your face?",Hermione Granger
4885,What's happened to his hand?,Hermione Granger
4910,"Granger, sir.  That one there is Veritaserum.  And that would be Polyjuice Potion.  And that is Amortentia! The most powerful love potion in the world.",Hermione Granger
4911,"It's rumored to smell differently to each person, according to what attracts them.  For example, I smell freshly mown grass and new parchment and spearmint toothpaste --",Hermione Granger
4917,Liquid luck.,Hermione Granger
4925,How did you do that?,Hermione Granger
4927,No.  The instructions specifically say to cut.,Hermione Granger
4929,Sh!,Hermione Granger
5005,He's vile.,Hermione Granger
5007,No I have not. And if you had a shred of self-respect you would turn that book in.,Hermione Granger
5010,"I'd like to know just whose book that was.  Let's take a look, shall we?",Hermione Granger
5012,Why not?,Hermione Granger
5014,The binding is fragile?,Hermione Granger
5016,The who?,Hermione Granger
5019,"For weeks you carry around this book, practically sleep with it... and you have no desire to find out who The Half-Blood Prince is?",Hermione Granger
5022,"Well, I was curious.  So I went to",Hermione Granger
5026,And... nothing.  There's no reference to the Half-Blood Prince anywhere.,Hermione Granger
5029,"What've you got there, Hagrid?",Hermione Granger
5031,"Stinksap?  You're not sick, are you?",Hermione Granger
5036,"The Aurors. I know they're here to protect us, but... somehow I don't feel any safer.",Hermione Granger
5044,"Three Butterbeers.  Splash of ginger in mine, please.",Hermione Granger
5046,"Oh, honestly, Ronald.  They're just holding hands...",Hermione Granger
5047,And snogging.,Hermione Granger
5049,Leave?  You can't be serious.,Hermione Granger
5051,So?  What if she looked over here and saw you snogging me?  Would you expect her to get up and leave?,Hermione Granger
5060,"Be delighted, sir.",Hermione Granger
5069,What's up?,Hermione Granger
5072,I'll get someone --,Hermione Granger
5117,My parents are dentists.  They tend to people's teeth.,Hermione Granger
5119,"No.  Though, a boy named Robbie Fenwick did bite my father once. Needed ten stitches.",Hermione Granger
5123,Look at her eyes.  They've been fighting again.  Her and Dean.,Hermione Granger
5125,Nothing.,Hermione Granger
5145,How was what?,Hermione Granger
5147,Dead boring.  Though I think Harry enjoyed dessert.,Hermione Granger
5148,"Ol' Sluggy's having a Christmas do, you know.  And we're meant to bring someone...",Hermione Granger
5150,"Actually, I was going to ask you.",Hermione Granger
5152,Really.  But seeing as you have such a distaste for the idea --,Hermione Granger
5159,"Don't drink that, Ron!",Hermione Granger
5160,You could be expelled for that.,Hermione Granger
5166,Ron seems to be enjoying himself.,Hermione Granger
5168,"You shouldn't have done it, Harry.",Hermione Granger
5170,That was different.  It was tryouts.  This was an actual match --,Hermione Granger
5171,You didn't put it in? Ron only thought you did?,Hermione Granger
5172,Charms spell.  Just practicing.,Hermione Granger
5174,"How does it feel, Harry?  When you see Dean with Ginny? I know, Harry.  You're my best friend.  I see how you look at her.",Hermione Granger
5177,Oppugno!,Hermione Granger
5180,"He's at perfect liberty to kiss whomever he likes.  I really couldn't care less.  Was I under the impression that he and I would be attending Slughorn's Christmas party together?  Yes.  Of course, now, given the circumstances, I've had to make other arrangements.",Hermione Granger
5182,Yes.  Why?,Hermione Granger
5184,Why didn't I think of that?,Hermione Granger
5186,"Um... it's a surprise.  Besides, it's you we need to worry about. And you can't pick just anyone. See that girl over there.  That's Romilda Vane.  Rumor has it she's trying to slip you a love potion.",Hermione Granger
5188,"Hey! She's only interested in you because she thinks you're the Chosen One.  You know that, right?",Hermione Granger
5199,"Hm?  Oh, I've just escaped -- I mean, left Cormac.  Under the mistletoe.",Hermione Granger
5201,I thought it would annoy Ron most. But he's a menace.  He's got more tentacles than a Snarfalump plant.,Hermione Granger
5203,No thank you.,Hermione Granger
5205,"On second thought -- maybe it'll keep Cormac at bay.  Oh no, here he comes!",Hermione Granger
5282,"You have to realize who you are, Harry.",Hermione Granger
5284,Sorry. So tell me what Arthur said.,Hermione Granger
5286,What would Draco want with a Vanishing Cabinet?,Hermione Granger
5288,"He looks different, don't you think?  Draco.  Almost... ill.",Hermione Granger
5292,"Excuse me, I have to go vomit.",Hermione Granger
5329,"Dead. Did you actually expect you could just walk up to Ol' Sluggy and ask him to reveal his deepest, darkest secret?  Honestly, Harry, sometimes I think the Daily Prophet should call you the Dim One.",Hermione Granger
5331,"You're going to have to persuade him somehow.  And now, I'm afraid, you've made it a lot harder.",Hermione Granger
5334,That's... not possible.  No one can leave the castle these days. The Map is wrong.,Hermione Granger
5398,I might ask you the same.,Hermione Granger
5400,I happen to be his... friend.,Hermione Granger
5402,"He's been poisoned, you daft dimbo! And for the record, I've always found him interesting.",Hermione Granger
5408,Oh shut up.,Hermione Granger
5409,Ron.  Stop.  You're making it snow.,Hermione Granger
5412,"Um, well, she came to visit you in the hospital, you see, and you talked -- I don't believe it was a long conversation --",Hermione Granger
5414,"Does, doesn't she?  And you say you don't remember a thing from that night?  Not one thing?",Hermione Granger
5416,Right.  Boggled...,Hermione Granger
5417,That's Katie.  That's Katie Bell.,Hermione Granger
5441,Well?  How do you feel?,Hermione Granger
5443,"Now remember.  Slughorn usually eats early, takes a short walk and then returns to his office.",Hermione Granger
5445,"What?  No, Harry -- you've got to go see Slughorn.  We have a plan --",Hermione Granger
5447,No.,Hermione Granger
5554,Harry.  It's time.,Hermione Granger
5556,If one wants it to be.  Why?,Hermione Granger
5559,"Of course, and that explains the Vanishing Cabinet as well!",Hermione Granger
5563,What if there are?,Hermione Granger
5699,Dumbledore.,Hermione Granger
5702,Strange.  Thinking this is a piece of Voldemort's soul...,Hermione Granger
5705,"'To the Dark Lord.  I know I will be dead long before you read this but I want you to know that it was I who discovered your secret.  I have stolen the real Horcrux and intend to destroy it as soon as I can.  I face death in the hope that when you meet your match, you will be mortal once more.  R.A.B.'",Hermione Granger
5707,"Ron's okay with it, you know.  You and Ginny.  But if I were you, when he's around, I'd keep the snogging to a minimum.",Hermione Granger
5709,We reckoned -- Ron and me.,Hermione Granger
5711,"I've always admired your courage, Harry, but sometimes... you're really thick.",Hermione Granger
5712,"You don't honestly think you can find all those Horcruxes by yourself, do you? You need us, Harry.",Hermione Granger
5714,Like that's going to happen.,Hermione Granger
5715,"Besides, he's barking.",Hermione Granger
5717,"Yes, but I'm exceptionally perceptive.",Hermione Granger
5719,Do you think we'll ever... come back?,Hermione Granger
5723,"Coming, Mum.",Hermione Granger
5729,Obliviate.,Hermione Granger
5730,Goodbye.,Hermione Granger
5807,I told you he'd take it well.,Hermione Granger
5829,"Harry, your eyesight really is awful.",Hermione Granger
5871,Really?,Hermione Granger
5931,"We were friendly, not close like Harry, but --",Hermione Granger
5945,To Harry!  It belongs to Harry! It chose him!  It came to him in the Chamber of Secrets when he most needed it!,Hermione Granger
5951,"Where is your guard, sir?",Hermione Granger
5996,Ron!  Ron!,Hermione Granger
5999,Shaftesbury Avenue.  I used to come here to the theater with my mum and dad.  Just popped into my head.  I don't know why...,Hermione Granger
6000,This way!,Hermione Granger
6001,We need to change.,Hermione Granger
6003,Undetectable Extension Charm.,Hermione Granger
6005,Always the tone of surprise.,Hermione Granger
6006,That'll be the books.,Hermione Granger
6009,"Ron's right.  Cappuccino, please.",Hermione Granger
6014,"Too dangerous.  If Voldemort's taken over the Ministry, none of the old places are safe.",Hermione Granger
6017,I've had the essentials packed for days.  Just in case.,Hermione Granger
6021,Petrificus Totalus! Go.,Hermione Granger
6022,She doesn't argue.,Hermione Granger
6031,Obliviate.,Hermione Granger
6033,Maybe you still have the Trace on you.,Hermione Granger
6036,"We didn't celebrate your birthday, Harry.  Ginny and I -- we'd prepared a cake.  We were going to bring it out at the end of the wedding...",Hermione Granger
6038,Right.  Perspective.,Hermione Granger
6044,"Mad-eye's doing, I'd guess.  In case Snape decided to come snooping.",Hermione Granger
6045,Homenum revelio.,Hermione Granger
6046,It's a spell to reveal human presence.,Hermione Granger
6047,We're alone.,Hermione Granger
6051,Harry!  Harry!,Hermione Granger
6052,Ron!  I've found him!,Hermione Granger
6054,"Harry, you can't just disappear. We thought --",Hermione Granger
6055,It's from your Mum.  To Sirius. Bathilda Bagshot...?,Hermione Granger
6057,Did she now?,Hermione Granger
6059,"Harry.  I can imagine why you'd want to go there, but... I don't think Bathilda Bagshot is going to know where Voldemort hid his Horcruxes.",Hermione Granger
6062,Lovely.,Hermione Granger
6065,"Yes.  Question is, did he actually destroy the real Horcrux?",Hermione Granger
6070,Maybe he knows.,Hermione Granger
6077,But was it here?  Did you ever see it?,Hermione Granger
6080,Ron!  RON!,Hermione Granger
6093,They have flesh memories.,Hermione Granger
6094,"Snitches.  They're never touched by bare skin until the Seeker captures it.  Even the wizard who fabricates it wears gloves.  That way, if there's a dispute, the Snitch can identify who first touched it.",Hermione Granger
6096,"When Scrimgeour first gave it to you, I thought it might open at your touch -- that Dumbledore had hidden something in it.",Hermione Granger
6098,Expelliarmus!,Hermione Granger
6108,Stop lying!,Hermione Granger
6112,You've still got it.,Hermione Granger
6118,"Well, unless one of you fancies wearing a skirt...",Hermione Granger
6119,Remember what we said.  Keep your eyes down.  Don't speak to anyone unless absolutely necessary.  Act as normal as possible.  Just do what you see everyone else doing. We do that -- and with a bit of luck -- we get ourselves inside. And then...,Hermione Granger
6121,Correct.,Hermione Granger
6123,"Completely, utterly, without question.",Hermione Granger
6126,"Mafalda Hopkirk, assistant in the Improper Use of Magic Office.",Hermione Granger
6128,You're somebody.  Be careful.,Hermione Granger
6135,Muggles.  In their rightful place.,Hermione Granger
6137,You appear to be quite popular.,Hermione Granger
6142,I didn't.,Hermione Granger
6153,Try Finite Incantatem.  Of course if something's gone wrong with an Atmospheric Charm --,Hermione Granger
6155,This is you.,Hermione Granger
6157,I don't like him being on his own down there.,Hermione Granger
6159,"You really have horrible teeth, you know that.",Hermione Granger
6199,Relashio!,Hermione Granger
6203,Harry... they've seen you.  We've got to get out of here.,Hermione Granger
6210,"Harry, quickly, in my bag, there's a small bottle labeled 'Essence of Dittany.'",Hermione Granger
6211,Quickly!,Hermione Granger
6213,Unstopper it.,Hermione Granger
6215,Just do it!,Hermione Granger
6217,"We were.  We were there.  But Yaxley had hold of me.  I knew we couldn't stay once he'd seen, so when he let go I brought us here. Ron got Splinched.  I'm... sorry.",Hermione Granger
6219,It's all I feel safe doing.,Hermione Granger
6220,Salvio Hexia... Protego Totalum...,Hermione Granger
6222,"Protective enchantments.  I don't fancy another visit like we had on Shaftesbury Avenue, do you? Especially with Ron like this. You can get going on the tent...",Hermione Granger
6224,Repello Muggletum... Muffliato...,Hermione Granger
6225,How're the mushrooms?  Seem to be the only edible things growing round here.,Hermione Granger
6227,Make sure to leave some for Ron.,Hermione Granger
6230,"He'll be alright in a few days. Hopefully.  If we could take him to Hogwarts, to Madam Pomfrey --",Hermione Granger
6231,So where do we go next?,Hermione Granger
6233,"It scares me a bit, that, thinking it's a piece of Vol--",Hermione Granger
6238,Dinner?,Hermione Granger
6240,Tea?,Hermione Granger
6244,I hate it.  It's like he's here with us.,Hermione Granger
6247,Incendio!,Hermione Granger
6249,Confringo!,Hermione Granger
6251,What're you doing?,Hermione Granger
6253,I can put it in my bag --,Hermione Granger
6260,I thought it had stopped.,Hermione Granger
6261,"You can't let him in, Harry. Dumbledore himself said it.  You have to close your mind.  It's too dangerous --",Hermione Granger
6263,Tell me. What you saw.,Hermione Granger
6266,The wandmaker?,Hermione Granger
6268,Viktor got his wand from Gregorovitch.  Most Durmstrang students did at one time.  What's he got to do with You-Know-Who?,Hermione Granger
6270,Don't -- It... comforts him.,Hermione Granger
6272,I think he just hopes he doesn't hear bad news.  It gets him through the day.,Hermione Granger
6274,"We've all made sacrifices, Harry.",Hermione Granger
6276,I don't know.  It takes time.  I'm doing all I can.,Hermione Granger
6278,Take it off.,Hermione Granger
6279,Take it off.  Now.,Hermione Granger
6280,Better?,Hermione Granger
6282,It's cold.  Even though it's been lying against your skin for days.,Hermione Granger
6283,We'll take turns.  Okay?,Hermione Granger
6287,He could smell it.  My perfume.,Hermione Granger
6289,I told you.  Ron's not strong enough to Apparate.,Hermione Granger
6295,No one can conjure food out of thin air.  Food is the first of the five Principal Exceptions to Gamp's Law.  The other four are --,Hermione Granger
6299,Good plan.,Hermione Granger
6303,None of us do.,Hermione Granger
6305,I don't like this place.,Hermione Granger
6306,I want to go.,Hermione Granger
6307,I'll tell you in a minute.,Hermione Granger
6309,Alright.  The Sword of Gryffindor? It's Goblin made.,Hermione Granger
6311,You don't understand.  Dirt and rust have no effect on the blade. It only takes in that which makes it stronger.,Hermione Granger
6313,"Harry.  You already destroyed one Horcrux, right?  Tom Riddle's diary -- in the Chamber of Secrets.",Hermione Granger
6315,"Don't you see!  In the Chamber of Secrets, you stabbed the basilisk with the Sword of Gryffindor.",Hermione Granger
6316,Its blade is impregnated with basilisk venom.,Hermione Granger
6318,Exactly!  Which means...,Hermione Granger
6320,Which is why Dumbledore left it to you in his will.,Hermione Granger
6322,"Actually, I'm highly logical, which allows me to look past the extraneous detail and perceive clearly that which others overlook.",Hermione Granger
6330,Ron...,Hermione Granger
6337,"Take it off, Ron.  Please take it off.  You wouldn't be talking like this if you hadn't been wearing it all day --",Hermione Granger
6339,"Harry, we weren't --",Hermione Granger
6341,I didn't!  Not like that!  Harry -- I didn't!,Hermione Granger
6344,Stop!  Stop!,Hermione Granger
6347,Me?,Hermione Granger
6350,"What?  Ron, no -- please --",Hermione Granger
6351,He's gone.,Hermione Granger
6353,It's a Muggle station.,Hermione Granger
6355,'I open at the close?',Hermione Granger
6357,"I don't know.  But look, I've found something as well...",Hermione Granger
6358,"I thought it was a picture of an eye, but now I don't think it is. It isn't a rune and it's not in Spellman's Syllabary either.  And it's been inked in -- somebody drew it -- it isn't part of the book.",Hermione Granger
6360,What d'you mean -- wearing it?,Hermione Granger
6362,Why would someone have drawn it in a children's book?,Hermione Granger
6364,And it's exactly where You-Know- Who will expect you to go. Because it means something to you.,Hermione Granger
6366,"It's dangerous, Harry.  But I have to admit, recently even I've been thinking we might have to go.  I think it's possible something else is hidden there. The sword.  If Dumbledore didn't want it falling into the Ministry's hands, but wanted you to find it, what better place to hide it than the birthplace of the founder of Gryffindor himself?",Hermione Granger
6368,"Harry, did you ever even open A History of Magic?",Hermione Granger
6371,Don't ever let me give you a haircut again.,Hermione Granger
6372,I still think we should've used Polyjuice Potion.,Hermione Granger
6374,"Harry, I think it's Christmas Eve! Listen...",Hermione Granger
6376,Yeah. I think they would.,Hermione Granger
6377,Harry.,Hermione Granger
6379,No.  But look.,Hermione Granger
6380,Did you know he had a sister?,Hermione Granger
6382,Lumos.,Hermione Granger
6383,"Ignotus... Hey, Har --",Hermione Granger
6385,"Happy Christmas, Harry.",Hermione Granger
6386,Harry...,Hermione Granger
6388,Someone's watching us.  By the gate.,Hermione Granger
6390,I don't think this is a good idea.,Hermione Granger
6392,Muggles who've just been laying flowers on your parents' grave.,Hermione Granger
6394,Omigod.  Harry...,Hermione Granger
6397,"Harry, I'm not sure about this.",Hermione Granger
6399,There's something odd about her. And what's that smell?,Hermione Granger
6402,"You have a lovely house, Miss Bagshot.",Hermione Granger
6407,All right...,Hermione Granger
6409,Why?,Hermione Granger
6411,Harry...,Hermione Granger
6416,Harry!,Hermione Granger
6417,Confringo!,Hermione Granger
6418,"Harry... Harry, can you hear me...?",Hermione Granger
6420,Good.  That's good...,Hermione Granger
6422,Yes.,Hermione Granger
6424,I'm fine.  But you've been sick. Rest... Rest a bit more...,Hermione Granger
6426,"The Forest of Dean.  I came here once with my mum and dad, years ago.  It's just how I remember it. The trees.  The river.  It's like nothing's changed.  Not true, of course.  Everything's changed.  If I brought my parents here, they wouldn't recognize any of it.  Not the trees.  Not the river.  Not... me.",Hermione Granger
6428,"Wendell and Monica Wilkens now reside happily in Sydney, Australia.  They have two dogs, run a small sweet shop, but floss daily.  No children.",Hermione Granger
6429,"Maybe we should just stay here, Harry.  Grow old.",Hermione Granger
6430,"You wanted to know who the boy in the photograph was.  Well, I know.",Hermione Granger
6431,"It was in Bathilda's sitting room. Rita Skeeter had sent it to her. Harry, it doesn't make for very nice reading --",Hermione Granger
6433,Yes.,Hermione Granger
6435,For a time.,Hermione Granger
6437,"Gellert Grindelwald.  He's not very well known in Britain, but there was a time, before You-Know- Who...",Hermione Granger
6439,"When Grindelwald was seventeen, he was expelled from Durmstrang. He'd started doing some twisted things at school -- experiments. A few teachers had always protected him, but they couldn't anymore.  After he left, he traveled for awhile, then ended up in Godric's Hollow where his great aunt lived, Bathilda Bagshot.",Hermione Granger
6441,"She introduced him to Dumbledore. It made sense.  Dumbledore's mother had just died, Grindelwald was troubled and they were both brilliant -- they'd never really had anyone they could talk to on the same level.  They did a lot of talking that summer.  But they always returned to one particular subject.",Hermione Granger
6442,Wizard rule over Muggles.,Hermione Granger
6444,Yes.,Hermione Granger
6446,"It was something Dumbledore came up with.  He believed wizards were superior and should rule over Muggles, but gently, for their own good.  Grindelwald took a more violent position.",Hermione Granger
6447,"It was a different time, Harry. It was one summer.  Dumbledore was young --",Hermione Granger
6449,"He changed, Harry.  Years later, it was Dumbledore who put Grindelwald in prison.",Hermione Granger
6452,"It's my fault.  As we were leaving Godric's Hollow, I cast a curse and it rebounded... I'm sorry, Harry, I tried to mend it but wands are different --",Hermione Granger
6454,Maybe we can --,Hermione Granger
6457,"He loved you, Harry.  I know he loved you.",Hermione Granger
6487,"Who could look at you beside Harry Potter?  What are you, compared with the Chosen One...?",Hermione Granger
6490,"Who wouldn't prefer him, what woman would take you, you are nothing, nothing, nothing to him...",Hermione Granger
6499,Everything all right?,Hermione Granger
6503,"You -- complete -- arse -- Ronald -- Weasley!  You crawl back here after all these weeks and say, 'Hey?' Where's my wand?  Harry, where's my wand!",Hermione Granger
6505,"Harry Potter, you give me my wand!",Hermione Granger
6507,Never mind why he's got my wand --,Hermione Granger
6508,What is that?,Hermione Granger
6509,You destroyed it?,Hermione Granger
6511,Don't think this changes anything.,Hermione Granger
6513,See me doing what things?,Hermione Granger
6514,What happened out there?,Hermione Granger
6523,And what may I ask did I say?,Hermione Granger
6541,What's going on in there?,Hermione Granger
6545,We need to talk.,Hermione Granger
6547,I want to go and see Xenophilius Lovegood.,Hermione Granger
6549,See this?  It's a letter Dumbledore wrote to Grindelwald. Look at the signature.  It's the mark again.,Hermione Granger
6550,It keeps cropping up.  Here.  In Beedle the Bard.  In the graveyard in Godric's Hollow -- what?,Hermione Granger
6552,Where?,Hermione Granger
6555,"Harry, you don't have a clue where the next Horcrux is.  And neither do I.  But this, this means something.  I'm sure of it.",Hermione Granger
6559,I'm always mad at him.,Hermione Granger
6562,Luna.,Hermione Granger
6575,Do you see that?,Hermione Granger
6577,No!  Don't go near it!,Hermione Granger
6578,It's an Erumpent horn.  It's a Class B Tradeable Material.,Hermione Granger
6581,"Where is Luna, sir?",Hermione Granger
6589,The what?,Hermione Granger
6591,Yes.,Hermione Granger
6594,It's in here.,Hermione Granger
6596,"Granger.  Well... all right. There were once three brothers who were traveling along a lonely, winding road at twilight --",Hermione Granger
6598,"In time, the brothers reached a river too treacherous to pass...",Hermione Granger
6604,"Mr. Lovegood, does the Peverell family have anything to do with the Deathly Hallows?",Hermione Granger
6609,"It's obvious, isn't it?",Hermione Granger
6611,The Cloak.,Hermione Granger
6614,Its owner grew drunk with power and was murdered.,Hermione Granger
6616,"Why the Stone, Harry?",Hermione Granger
6618,But according to the story they don't want to come back.  It's all rubbish anyway.  There's no such thing as the Deathly Hallows.,Hermione Granger
6620,There have always been Cloaks --,Hermione Granger
6623,"Mr. Lovegood.  Thank you, sir --",Hermione Granger
6628,"No matter, sir.  We really ought to be go--",Hermione Granger
6636,Ron!  Harry!  Take my hand!,Hermione Granger
6648,What're you saying?,Hermione Granger
6651,Stop it!,Hermione Granger
6664,Penelope Clearwater.  Half-blood.,Hermione Granger
6671,A Stinging Jinx.,Hermione Granger
6673,Not long.,Hermione Granger
6690,I didn't take anything. Please. I didn't take anything.,Hermione Granger
6694,Please! please!,Hermione Granger
6764,"Harry, are you thinking there's a Horcrux in Bellatrix's vault?",Hermione Granger
6789,Positive. Harry turns to the two wands on the table -- the ones he showed Ollivander -- and extends the longest to Hermione.,Hermione Granger
6792,But I hate that thing -- that's the wand that killed Sirius! How can I hold it and not feel...,Hermione Granger
6797,"It is, Harry. Did Dumbledore ever say anything to you, something that might explain why --",Hermione Granger
6800,"It's perfect. Thank you, Fleur.",Hermione Granger
6833,He's right. I was being stupid.,Hermione Granger
6873,It looks like it's been down here forever.,Hermione Granger
6876,That's barbaric. I...,Hermione Granger
6882,Lumos !,Hermione Granger
6884,Look.,Hermione Granger
6885,No wonder Bellatrix thought it was real.,Hermione Granger
6887,"It's hot! All eyes turn to the bowl, WOBBLING MADLY on the floor, when... it SPLITS APART and begins to MULTIPLY.",Hermione Granger
6888,"Ron, your foot!",Hermione Granger
6891,How're we going to reach it?,Hermione Granger
6894,Harry! Behind you!,Hermione Granger
6896,In here!,Hermione Granger
6903,We can't just stand here! Who's got an idea?,Hermione Granger
6905,I've got something. But it's mad.,Hermione Granger
6906,Relashio!,Hermione Granger
6909,It doesn't realize it's free!,Hermione Granger
6914,When?,Hermione Granger
6917,How is it you --,Hermione Granger
6919,"You let him in! Harry, you can't --",Hermione Granger
6925,What?,Hermione Granger
6927,You saw it?,Hermione Granger
6928,Tonight? But we have to plan. We have to figure out what --,Hermione Granger
6935,They were ready for us.,Hermione Granger
6939,"No, you'll give us away.",Hermione Granger
6943,I know.,Hermione Granger
6944,Harry! I can see you! In here!,Hermione Granger
6955,Do you hear much from the others? From the Order?,Hermione Granger
6974,"That's Ariana, isn't it? Your sister. She's beautiful.",Hermione Granger
6976,"She died very young, didn't she.",Hermione Granger
6978,Mr. Dumbledore... thank you.,Hermione Granger
6979,"Did save our lives twice. Kept an eye on us in that mirror. That doesn't seem like someone who's given up, does it?",Hermione Granger
6980,She's coming back! And she's got someone with her!,Hermione Granger
6989,"How bad is it, Neville? With Snape as Headmaster.",Hermione Granger
6993,They did that to you? But why?,Hermione Granger
7050,Unless we can destroy it.,Hermione Granger
7052,You were thinking. It's Ron's idea. And it's brilliant.,Hermione Granger
7055,Where are you going?,Hermione Granger
7091,No. Of course not.,Hermione Granger
7093,I'm scared.,Hermione Granger
7095,Not this.,Hermione Granger
7141,There he is.,Hermione Granger
7143,He vanished. Just now. I saw it. Ron glances at MAP -- then:,Hermione Granger
7144,That's right. I did.,Hermione Granger
7146,Brilliant.,Hermione Granger
7162,Did you see where it went? The diadem!,Hermione Granger
7166,Do we climb!,Hermione Granger
7170,C'mon! This way!,Hermione Granger
7179,Someplace safe.,Hermione Granger
7219,Where is everyone?,Hermione Granger
7277,Where've you been?,Hermione Granger
7283,"What is it, Harry? What is it you",Hermione Granger
7286,I'll go with you. I/'ll --,Hermione Granger
7411,Yes!,Hermione Granger
7412,I don't want you to say anything you wouldn't say if we weren't about to be killed by a giant snake! It'll just ruin it!,Hermione Granger
7417,What's the matter with her?,Hermione Granger
7421,Can't make an omelette without breaking a few eggs.,Hermione Granger
7422,Something my mum used to say.,Hermione Granger
7423,Why didn't it work for him? The Elder wand.,Hermione Granger
7429,We?,Hermione Granger
7432,Don't forget to give Professor Longbottom our best.,Hermione Granger
