Dialogue ID,Character Name,Dialogue
880,Harry Potter,"Thanks, Hagrid."
881,Rubeus Hagrid,"Oh. Go on...on with you.  Oh, listen, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his."
882,Harry Potter,"But Hagrid, we're not allowed to do magic away from Hogwarts. You know that."
883,Rubeus Hagrid,"I do. But your cousin don't, do he? Eh?  Off you go."
884,Hermione Granger,"Feels strange to be going home, doesn't it?"
885,Harry Potter,I'm not going home. Not really.
886,Harry Potter,"I can't let you out, Hedwig. I'm not allowed to use magic outside of school. Besides, if Uncle Vernon"
887,Vernon Dursley,Harry Potter!
888,Harry Potter,Now you've done it.
889,Petunia Dursley,He's in there. Vernon
890,Vernon Dursley,"I'm warning you, if you can't control that bloody bird it'll have to go."
891,Harry Potter,But she's bored! If I could only let outonly let out for an hour or two.
892,Vernon Dursley,"Huh, huh! So you could send secret messages to you freaky little friends. No, sir!"
893,Harry Potter,But I haven't had any messages from any of my friends not one all summer.
894,Dudley Dursley,Who'd want to be friends with you?
895,Vernon Dursley,"I should think you'd be a little more grateful. We've raised you since you were a baby, given you the food off our table, even let you have Dudley's second bedroom, purely out of the goodness of our hearts."
896,Petunia Dursley,"Not now, Bopkins. For when the Masons arrive."
897,Vernon Dursley,"Which should be any minute! AhemNow let's go over our schedule once again, shall we? Petunia when the Masons arrive you will be?"
898,Petunia Dursley,"in the lounge, waiting to welcome them graciously into our home."
899,Vernon Dursley,"Good! And- and Dudley, you will be?"
900,Dudley Dursley,I'll be waiting to open the door!
901,Vernon Dursley,Excellent! And you?
902,Harry Potter,"I'll be in my bedroom, making no noise and pretending that I don't exist."
903,Vernon Dursley,"Too right, you will. With any luck, this could well be the day I make the biggest deal of my career. And you will not mess it up!"
904,Vernon Dursley,Mr. and Mrs. Mason! Do come in!
905,Dobby,"Ha- ha- ha! Ha, ha! Ho, ho, ho! Ha, ha! Harry Potter! Such an honor it is!"
906,Harry Potter,Who are you?
907,Dobby,"Dobby sir, Dobby the house elf."
908,Harry Potter,"Not to be to be rude or anything, but this isn't a great time for me to have a house elf in my bedroom."
909,Dobby,"Oh, oh yes, sir! Dobby understands! It's just that, Dobby has come to tell you- it is difficult, sir- Dobby wonders where to begin?"
910,Harry Potter,Why don't you sit down?
911,Dobby,"S-sit down? S-sit- sit down? Oh, oh, ho. Oh, ho, ho Oh, ho, ho. Ohh, ho, hoo"
912,Harry Potter,"Dobby, ssh! I'm sorry! I didn't mean to offend you, or anything."
913,Dobby,"Offend Dobby? Dobby has heard of your greatness, sir, but never has he been asked to sit down by a wizard, like an equal."
914,Harry Potter,You can't have met many decent wizards then.
915,Dobby,"No, I haven't. That was an awful thing to say. Bad Dobby!"
916,Harry Potter,"Stop, Dobby!"
917,Dobby,Bad Dobby!
918,Harry Potter,"Dobby, shh!"
919,Dobby,Baaad Dobby!
920,Harry Potter,"Dobby, please stop!"
921,Vernon Dursley,"Ohh, don't mind that! It's just the cat."
922,Dobby,Bad Dobby. Bad Dobby!
923,Harry Potter,"Stop! Stop, Dobby. Please be quiet! Are you all right?"
924,Dobby,"Dobby had to punish himself, sir. Dobby almost spoke ill of his family, sir."
925,Harry Potter,Your family?
926,Dobby,"The wizard family Dobby serves, sir. Dobby is bound to serve one family forever. If they ever knew Dobby was hereooh But Dobby had to come. Dobby has to protect Harry Potter- to warn him. Harry Potter must not go back to Hogwarts School of Witchcraft and Wizardry this year! There is a plot, a plot to make most terrible things happen."
927,Harry Potter,What terrible things? Who's plotting them?
928,Dobby,Ooo er can't say argh...
929,Harry Potter,Okâ I- understand. You can't- say.
930,Dobby,"Don't make me talk, I- Errr"
931,Harry Potter,"Dobby! Dobby, put the lamp down."
932,Dobby,Bad Dobby.
933,Vernon Dursley,So when they arrive at the ninth hole
934,Harry Potter,Give me the lamp! Dobby stop!
935,Dobby,Let me go!
936,Harry Potter,"Get in there, and keep quiet!"
937,Vernon Dursley,What the devil are you doing up here?
938,Harry Potter,I- I was just-
939,Vernon Dursley,You just ruined the punch line of my Japanese golfer joke!
940,Harry Potter,Sorry.
941,Vernon Dursley,"One more sound, and you'll wish you'd never been born, boy! And fix that door!"
942,Harry Potter,"Yes, sir See why I've got to go back? I don't belong here. I belong in your world, at Hogwarts. It's the only place I've got friends!"
943,Dobby,Friends who don't even write to Harry Potter?
944,Harry Potter,"Well, I expect they've been- hang on- how do you know my friends haven't been writing to me?"
945,Dobby,"Harry Potter mustn't be angry with Dobby. Heh- Dobby hoped, if Harry Potter thought his friends had forgotten him, Harry Potter might not want to go back to school, sir."
946,Harry Potter,"Give me those, now!"
947,Dobby,No! Ahh! Ooh
948,Harry Potter,"Dobby, get back here!"
949,Harry Potter,"Dobby, please, no!"
950,Dobby,Harry Potter must say he's not going back to school!
951,Harry Potter,I can't. Hogwarts is my home!
952,Dobby,"Then, Dobby must do it, sir, for Harry Potter's own good."
953,Vernon Dursley,"it spread as far as the eye could see, all over the floor of this vast building, and it was this deep. And one plumber said Look at all that water.â A-and the second plumber said, Yes, and that's just the top of it!â"
954,Vernon Dursley,I'm so sorry! It's my nephew- he's very disturbed. Meeting strangers upsets him. That's why I kept him upstairs!
955,Vernon Dursley,You're never going back to that school. You're never going to see those freaky friends of yours again. Never!
956,Harry Potter,Ron! Fred. George. What are you all doing here?
957,Ron Weasley,"Rescuing you, of course. Now, come on. Get your trunk!"
958,Ron Weasley,You'd better stand back. Let's go!
959,Petunia Dursley,Oh!
960,Vernon Dursley,"Now, what the hell's he doing? Potter!"
961,Dudley Dursley,Dad! What's going on?
962,George Weasley,"Go, go, go, go!"
963,Dudley Dursley,"Dad, hurry up!"
964,Ron Weasley,Come on.
965,Fred Weasley,Come on.
966,Ron Weasley,"Come on, Harry! Hurry up!"
967,Vernon Dursley,"Petunia, he's escaping!"
968,Harry Potter,Ahh- ahh!
969,Ron Weasley,I've got you Harry!
970,Vernon Dursley,Come here!
971,Harry Potter,Let go of me!
972,Vernon Dursley,"Oh no, boy! You and that bloody pigeon aren't going anywhere!"
973,Harry Potter,Get off!
974,Ron Weasley,Drive!
975,Fred Weasley,Right.
976,George Weasley,Right!
977,Vernon Dursley,No! No! No! No! Aaaah!
978,Petunia Dursley,Aaah!
979,Dudley Dursley,Aaah!
980,Dudley Dursley,Dad!
981,Vernon Dursley,Oh Damn.
982,Fred Weasley,"Come on. Okay, come on. Shh! Shh! Ok, come on. Shh! Come on."
983,Ron Weasley,Do you think it'd be all right if we had some of this?
984,George Weasley,"Yeah, Mum would never know."
985,Ron Weasley,"It's not much, but it's home."
986,Harry Potter,I think it's brilliant
987,Molly Weasley,"Where have you been? Harry, how wonderful to see you dear. Beds empty! No note! Car gone! You could have died! You could have been seen! Of course, I don't blame you, Harry dear."
988,Ron Weasley,"They were starving him, Mum. There were bars on his window!"
989,Molly Weasley,"Well, you'd best hope that I don't put bars on your window, Ronald Weasley! Come on Harry, time for a spot of breakfast. Here we are Harry. Now tuck in! That's it. There we go."
990,Ginny Weasley,"Mum- Mummy, have you seen my jumper?"
991,Molly Weasley,Yes dear. It was on the cat.
992,Harry Potter,Hello. W-what did I do?
993,Ron Weasley,Ginny. She's been talking about you all summer. A bit annoying really.
994,Arthur Weasley,"Morning, Weasleys."
995,Fred Weasley,"Morning, Dad."
996,George Weasley,"Morning, Dad."
997,Ron Weasley,"Morning, Dad."
998,Molly Weasley,Morning Arthur!
999,Arthur Weasley,What a night. Nine raids. Nine!
1000,Harry Potter,Raids?
1001,Ron Weasley,"Dad works in the Ministry of Magic, in the Misuse of Muggle Artifacts Office. Dad loves Muggles, thinks they're fascinating."
1002,Arthur Weasley,Well now. Aah! And who are you?
1003,Harry Potter,"Oh, sorry sir. I'm Harry, sir, Harry Potter."
1004,Arthur Weasley,"Good Lord! Are you really? Well, Ron's told us all about you, of course. When did he get here?"
1005,Molly Weasley,This morning. Your sons flew that enchanted car of yours to Surrey and back last night.
1006,Arthur Weasley,Did you really? How'd it go? Did you-
1007,Fred Weasley,"Oh, it"
1008,George Weasley,"Oh, it"
1009,Ron Weasley,"Oh, it"
1010,Harry Potter,"Oh, it"
1011,Molly Weasley,Arthur!
1012,Arthur Weasley,"I meanthat was very wrong, indeed, boys. Very wrong of you. Now, Harry, you must know all about Muggles. Tell me, what exactly is the function of a rubber duck?"
1013,Harry Potter,"Oh, umm"
1014,Molly Weasley,"Well, that'll be Errol with the post. Oh, fetch it will you Percy, please?"
1015,Percy Weasley,Errol
1016,Ron Weasley,He's always doing that.
1017,Percy Weasley,"Oh look, it's our Hogwarts letters. And they've sent us Harry's as well."
1018,Arthur Weasley,"Dumbledore must know you're here, Harry. Doesn't miss a trick, that man."
1019,Molly Weasley,"Oh, no."
1020,Fred Weasley,"This lot won't come cheap, Mum. The spell books alone are very expensive."
1021,Molly Weasley,We'll manage. There's only one place we're going to get all of this. Diagon Alley.
1022,Molly Weasley,"Right. Here we are Harry, you go first dear."
1023,Ron Weasley,"But Harry's never traveled by Floo powder before, Mum."
1024,Harry Potter,Floo powder?
1025,Molly Weasley,"Oh, well you go first Ron, so that Harry can see how it's done. Yes. In you go That's it."
1026,Ron Weasley,Diagon Alley!
1027,Molly Weasley,"You see? It's quite easy, dear. Don't be afraid. Come on. Come on. In you go. That's it, mind your head. That's right. Now take your Floo powder. That's it, very good. Now, don't forget to speak very, very clearly."
1028,Harry Potter,'Diaganilly.'
1029,Molly Weasley,"What did he say, dear?"
1030,Arthur Weasley,'Diaganilly.'
1031,Molly Weasley,I thought he did.
1032,Other,"Ah, ha-ha-ha-ha"
1033,Goblin,"Not lost are you, my dear?"
1034,Harry Potter,"I'm fine, thank you. I- I was just"
1035,Other,Come with us. We'll help you find your way back.
1036,Harry Potter,No! Please!
1037,Rubeus Hagrid,Harry?
1038,Harry Potter,Hagrid!
1039,Rubeus Hagrid,What do you think you're doing down 'ere? Come on!
1040,Rubeus Hagrid,"Yer a mess, Harry. Skulkin' 'round Knockturn Alley? Dodgy place! Don' want no one ter see you there. People'll think you were up to no good."
1041,Harry Potter,"I was lost, I- hang on. What were you doing down there, then?"
1042,Rubeus Hagrid,"Me? Oh, I was um I was lookin' for Flesh-Eatin' Slug Repellent. They're ruinin' all the school cabbages."
1043,Hermione Granger,Harry! Hagrid!
1044,Rubeus Hagrid,"Hello, Hermione!"
1045,Hermione Granger,"Oh, it's so good to see you!"
1046,Harry Potter,"Well, it's great to see you, too!"
1047,Hermione Granger,What did you do to your glasses? Oculus reparo.
1048,Harry Potter,I definitely need to remember that one.
1049,Rubeus Hagrid,"You'll be all right now then, Harry? Right. I'll leave you to it, then."
1050,Hermione Granger,Ok! Bye!
1051,Harry Potter,Thank you. Bye.
1052,Hermione Granger,Come on! Everyone's been so worried.
1053,Other,Harry Harry Potter
1054,Molly Weasley,"Oh, Harry! Thank goodness! We'd hoped you'd only gone one grate too far"
1055,Other,"Ladies and gentlemen, Mr. Gilderoy Lockhart."
1056,Molly Weasley,Ah! Here he is!
1057,Ron Weasley,Mum fancies him.
1058,Snake,"Make way there. Please! Let me by, madam. Thank you. Excuse me, little girl. This is for the Daily Prophet."
1059,Gilderoy Lockhart,It can't be- Harry Potter?
1060,Snake,"Harry Potter! Excuse me, madam."
1061,Gilderoy Lockhart,"Nice big smile, Harry. Together you and I rate the front page! Ladies and gentlemen, what an extraordinary moment this is. When young Harry stepped into Flourish and Blotts this morning to purchase my autobiography, Magical Me, which, incidentally is currently celebrating its 27th week atop the Daily Prophet bestseller list, he had no idea that he would, in fact, be leaving with my entire collected works, free of charge. Now, ladies?"
1062,Molly Weasley,"Harry, now you give me those, and I'll get them signed. All of you wait outside. That's it, Ron."
1063,Draco Malfoy,"I'll bet you loved that, didn't you, Potter? Famous Harry Potter! Can't even go into a bookshop without making the front page."
1064,Ginny Weasley,Leave him alone.
1065,Draco Malfoy,"Oh look, Potter. You've got yourself a girlfriend."
1066,Lucius Malfoy,"Now, now Draco, play nicely. Mr. Potter Lucius Malfoy. We meet at last. Forgive me, your scar is legend, as, of course, is the wizard who gave it to you."
1067,Harry Potter,Voldemort killed my parents. He was nothing more than a murderer.
1068,Lucius Malfoy,"Hmm. You must be very brave, to mention his nameor very foolish."
1069,Hermione Granger,Fear of a name only increase fear of the thing itself.
1070,Lucius Malfoy,"And you must be Miss Granger. Yes, Draco's told me all about you, and your parents. Muggles, aren't they? Let me seered hair vacant expressions tatty second hand book. You must be the Weasleys."
1071,Arthur Weasley,"Children, it's mad in here! Let's go outside."
1072,Lucius Malfoy,"Well, well, well. Weasley senior."
1073,Arthur Weasley,Lucius.
1074,Lucius Malfoy,"Busy time at the Ministry, Arthur, all those extra raids? I do hope they're paying you overtime, but judging by the state of this, I'd say not. What's the use in being a disgrace to the name of wizard if they don't even pay you well for it."
1075,Arthur Weasley,"We have a very different idea about what disgraces the name of wizard, Malfoy."
1076,Lucius Malfoy,Clearly. Associating with Muggles and I thought your family could sink no lower. I'll see you at work.
1077,Draco Malfoy,See you at school.
1078,Arthur Weasley,10:58! Come on! Come on!
1079,Molly Weasley,The train will be leaving any moment!
1080,Arthur Weasley,"Fred, George, Percy you first!"
1081,Molly Weasley,Okay.
1082,Arthur Weasley,"After you, dear."
1083,Molly Weasley,"Come on, Ginny, we'll get you a seat. Hurry!"
1084,Harry Potter,Let's go.
1085,Harry Potter,Aah!
1086,Ron Weasley,Whao!
1087,Waiter,Oy! What do you two think you're doing?
1088,Harry Potter,Sorry. Lost- lost control of the trolley. Why can't we get through?
1089,Ron Weasley,I don't know. The gateway's sealed its self for some reason.
1090,Harry Potter,The train leaves at exactly eleven o'clock. We've missed it!
1091,Ron Weasley,"Harry, if we can't get through, maybe Mum and Dad can't get back!"
1092,Harry Potter,Maybe we should just go and wait by the car.
1093,Ron Weasley,The car
1094,Harry Potter,"Ron, I should tell you, most Muggles aren't accustomed to seeing a flying car."
1095,Ron Weasley,"Uh, right. Okay."
1096,Ron Weasley,Oh no! The Invisibility Booster must be faulty!
1097,Harry Potter,"Well come on, then. Let's go lower. We need to find the train."
1098,Ron Weasley,Okay.
1099,Harry Potter,Now all we need to do is catch up with the train.
1100,Ron Weasley,We can't be far behind.
1101,Harry Potter,Do you hear that?
1102,Ron Weasley,We must be gettin' close.
1103,Harry Potter,Hold on
1104,Harry Potter,Aaahhh! Aaahhhh! Aaahhh!
1105,Ron Weasley,Aaahhh! Aaahhhh! Aaahhh!
1106,Harry Potter,Wha-aahhh!
1107,Ron Weasley,Harry! Hold on! Take my hand! Hold on!
1108,Harry Potter,I'm trying. Your hand's all sweaty.
1109,Harry Potter,I think we found the train.
1110,Ron Weasley,Yeah.
1111,Ron Weasley,Welcome home.
1112,Harry Potter,Up! Up!
1113,Ron Weasley,It's not working! Ahhhh!
1114,Harry Potter,Up! Up! Ron! Mind that tree!
1115,Ron Weasley,Stop! Stop! Stop! Huh Aahh!
1116,Harry Potter,Ahh!
1117,Ron Weasley,Ahh-ha-ha! My wand! Look at my wand!
1118,Harry Potter,Be thankful it's not your neck.
1119,Ron Weasley,What's happening?
1120,Harry Potter,I don't know.
1121,Whomping Willow,Argg!
1122,Harry Potter,Ahh! Ahh! Ahh!
1123,Ron Weasley,Ahh! Ahh! Ahh!
1124,Ron Weasley,Ahh! Ahhhh! Ahh!
1125,Harry Potter,Aaaahhhh!
1126,Ron Weasley,Aaaahhhh!
1127,Harry Potter,Come on! Go! Fast!
1128,Harry Potter,Ahh!
1129,Ron Weasley,Ahh!
1130,Ron Weasley,"Scabbers, you OK? The car! Dad's gonna kill me."
1131,Harry Potter,"See you, Hedwig. So, a house elf shows up in my bedroom, we can't get through the barrier to platform nine and three-quarters, we almost get killed by a tree clearly someone doesn't want me here this year."
1132,Argus Filch,"Well, take a good look lads. This night might well be the last you spend in this castle. Hm. Oh, dear, we are in trouble."
1133,Severus Snape,You were seen by no less than seven Muggles. Do you have any idea how serious this is? You have risked the exposure of our world. Not to mention the damage you inflicted on a Whomping Willow that's been on these grounds since before you were born.
1134,Ron Weasley,"Honestly, Professor Snape, I think it did more damage to us."
1135,Severus Snape,"Silence! I assure you, that were you in Slytherin, and your fate rested with me, the both of you would be on the train home- tonight. As it is"
1136,Albus Dumbledore,They are not.
1137,Harry Potter,Professor Dumbledore. Professor McGonagall.
1138,Severus Snape,"Headmaster, these boys have flouted the Decree for the Restriction of Underage Wizardry. As such--"
1139,Albus Dumbledore,"I am well aware of our bylaws, Severus, having written quite a few of them myself. However, as head of Gryffindor house, it is for Professor McGonagall to determine the appropriate action."
1140,Ron Weasley,"We'll go and get our stuff, then."
1141,Minerva McGonagall,"What are you talking about, Mr. Weasley?"
1142,Ron Weasley,"You're going to expel us, aren't you?"
1143,Minerva McGonagall,"Not today, Mr. Weasley. But, I must impress on both of you the seriousness of what you have done. I will be writing to your families tonight, and you will both receive detention."
1144,Pomona Sprout,"Morning, everyone! Good morning, everyone!"
1145,All,"Good morning, Professor Sprout!"
1146,Pomona Sprout,"Welcome to Greenhouse Three, Second Years. Now, gather around, everyone. Today, we are going to repot Mandrakes. Who here can tell me the properties of the Mandrake root? Yes, Miss Granger."
1147,Hermione Granger,"Mandrake, or Mandragora, is used to return those who have been Petrified to their original state. It's also quite dangerous. The Mandrake's cry is fatal to anyone who hears it."
1148,Pomona Sprout,"Excellent! Ten points to Gryffindor! Now, as our Mandrakes are still only seedlings their cries won't kill you yet. But they could knock you out for several hours, which is why I have given each of you a pair of earmuffs for auditory protection. So, could you please put them on, right away? Quickly! Flaps tight down, and watch me closely. You grasp your Mandrake firmly, you pull it sharply up out of the pot"
1149,All,Aah! Ooh!
1150,Pomona Sprout,Got it? And now you dunk it down into the other pot and pour a little sprinkling of soil to keep him warm.
1151,Neville Longbottom,Uhh
1152,Pomona Sprout,"Uh, Longbottom's been neglecting his earmuffs."
1153,Seamus Finnigan,"No, ma'am, he's just fainted."
1154,Pomona Sprout,"Yes, well, just leave him there. Right! On we go! Plenty of pots to go around. Grasp your Mandrake, and pull it up!"
1155,Other,There's Nearly-Headless-Nick!
1156,Nearly Headless Nick,"Hello, Percy. Miss Clearwater."
1157,Percy Weasley,"Hello, Sir Nicholas!"
1158,Ron Weasley,"Huhh Say it, I'm doomed."
1159,Harry Potter,You're doomed.
1160,Colin Creevey,"Hi, Harry!  I'm Colin Creevy! I'm in Gryffindor, too!"
1161,Harry Potter,"Oh- Hi, Colin. Nice to meet you."
1162,Dean Thomas,Ron? Is that your owl?
1163,Students,"Ha-ha Ha, ha."
1164,Ron Weasley,"Bloody bird's a menace. Oh, no!"
1165,Seamus Finnigan,"Look, everyone! Weasley's got himself a Howler!"
1166,Neville Longbottom,"Go on, Ron. I ignored one from my gran once. It was horrible."
1167,Photographer,"RONALD WEASLEY! HOW DARE YOU STEAL THAT CAR! I AM ABSOLUTLEY DISGUSTED! YOUR FATHER'S NOW FACING AN INQUIRY AT WORK, AND IT'S ENTIRELY YOUR FAULT! IF YOU PUT ANOTHER TOE OUT OF LINE, WE'LL BRING YOU STRAIGHT HOME! Oh, and Ginny, dear, congratulations on making Gryffindor. Your father and I are so proud. Thhhhbt!"
1168,Gilderoy Lockhart,"Let me introduce you to your new Defense Against the Dark Arts teacher me! Gilderoy Lockhart, Order of Merlin, Third Class, Honorary Member of the Dark Force Defense League, and five-times winner of Witch Weekly's Most-Charming-Smile Award- but I don't talk about that. I didn't get rid of the Bandon Banshee by smiling at him. Huh, huh, huh hee, hee Now- be warned! It is my job to arm you against the foulest creatures known to wizardkind. You may find yourselves facing your worst fears in this room. Know only that no harm can befall you whilst I am here. I must ask you not to scream. It might provoke them!"
1169,Seamus Finnigan,Cornish pixies?
1170,Gilderoy Lockhart,Freshly caught Cornish pixies!
1171,Seamus Finnigan,"Ha, ha. Ha, ha, ha"
1172,Gilderoy Lockhart,"Laugh if you will, Mr. Finnigan, but pixies can be devilish tricky little blighters. Let's see what you make of them, ha! Come on now- round them up, round them up, they're only pixies!"
1173,Snatcher,Just stay there!
1174,Neville Longbottom,Ah! Aaah! Aaah! Aah- aah!
1175,Neville Longbottom,"Hey, get me down!"
1176,Hermione Granger,Get off me!
1177,Harry Potter,Stop! Stop! Hold still!
1178,Gilderoy Lockhart,Peskipiksi pesternomi!
1179,Snatcher,"Hee, hee, hee!"
1180,Snatcher,Yeeee-haw!
1181,Snatcher,Wheee!
1182,Gilderoy Lockhart,I'll ask you three to just nip the rest of them back into their cage!
1183,Ron Weasley,What do we do now?
1184,Hermione Granger,Immobulus!
1185,Neville Longbottom,Why is it always me?
1186,Oliver Wood,"I spent the summer devising a whole new Quidditch program. We are gonna train earlier, harder, and longer. What- I don't believe it! Where do you think you're goin', Flint?"
1187,Marcus Flint,Quidditch practice.
1188,Oliver Wood,I booked the pitch for Gryffindor today.
1189,Marcus Flint,"Easy, Wood. I've got a note."
1190,Ron Weasley,Uh-oh. I smell trouble.
1191,Oliver Wood,"I, Professor Severus Snape, do hereby give the Slytherin team permission to practice today, owing to the need to train their new Seeker.â You've got a new Seeker. Who?"
1192,Harry Potter,Malfoy?
1193,Draco Malfoy,That's right. And that's not all that new this year.
1194,Ron Weasley,Those are Nimbus Two Thousand and Ones! How did you get those?
1195,Marcus Flint,A gift from Draco's father.
1196,Draco Malfoy,"You see Weasley, unlike some, my father can afford the best."
1197,Hermione Granger,At least no one on the Gryffindor team had to buy their way in. They got it on pure talent.
1198,Draco Malfoy,"No one asked your opinion, you filthy little Mudblood!"
1199,Ron Weasley,"You'll pay for that one, Malfoy. Eat slugs!"
1200,Students,"Ha, ha, ha!"
1201,Draco Malfoy,"Ha, ha!"
1202,Hermione Granger,"You okay, Ron? Say something!"
1203,Other,Ooh! Ugh! Yech!
1204,Colin Creevey,"Wow! Can you turn him around, Harry?"
1205,Harry Potter,"No, Colin! Get out of the way! Let's take him to Hagrid's."
1206,Harry Potter,He'll know what to do.
1207,Students,"Ha, ha, ha"
1208,Draco Malfoy,"Ha, ha"
1209,Rubeus Hagrid,"Wo, this calls for a specialist's equipment. Nothin' to do but wait'll it stops, I'm afraid."
1210,Harry Potter,Ah! Oh Okay.
1211,Rubeus Hagrid,"Better out than in. Who's Ron tryin' to curse, anyway?"
1212,Harry Potter,"Malfoy. He called Hermione, um, well, I don't- I don't know exactly what it means."
1213,Hermione Granger,He called me a Mudblood.
1214,Rubeus Hagrid,He did not!
1215,Harry Potter,What's a Mudblood?
1216,Hermione Granger,It means dirty blood.â Mudblood's a really foul name for someone who is Muggle-born. Someone with non-magic parents. Someone like me. It's not a term one usually hears in civilized conversation.
1217,Rubeus Hagrid,"See, the thing is, Harry, there're some wizards, like the Malfoy family, who think they're better'n everyone else because they're what people call pure blood.â"
1218,Harry Potter,That's horrible!
1219,Ron Weasley,It's disgusting.
1220,Rubeus Hagrid,"And it's codswallop, to boot. Dirty blood.â Why, there isn't a wizard alive today that's not half blood or less. More ter the point, they've yet to think of a spell that our Hermione can' do. Come here Don't you think on it, Hermione. Don't you think on it for one minute eh?"
1221,Gilderoy Lockhart,"Harry, Harry, Harry Can you possibly imagine a better way to serve detention than by helping me to answer my fan mail?"
1222,Harry Potter,Not really.
1223,Gilderoy Lockhart,"Fame is a fickle friend, Harry. Celebrity is as celebrity does. Remember that."
1224,Serpent of Slitherin,"Come, come, come to me. Come to me!"
1225,Harry Potter,What?
1226,Gilderoy Lockhart,Sorry?
1227,Harry Potter,That voice.
1228,Gilderoy Lockhart,Voice?
1229,Harry Potter,Didn't you hear it?
1230,Gilderoy Lockhart,"What are you talking about, Harry? I think we're getting a bit a- drowsy. And, Great Scott- no wonder! Look at the time! We've been here nearly four hours! Spooky how the time flies when one's having fun. Heh, heh."
1231,Harry Potter,Spooky.
1232,Serpent of Slitherin,Blood. I smell blood. Let me rip you. Let me kill you. Kill! Kill!
1233,Hermione Granger,Harry!
1234,Harry Potter,Did you hear it?
1235,Ron Weasley,Hear what?
1236,Harry Potter,That voice.
1237,Hermione Granger,Voice? What voice?
1238,Harry Potter,I heard it first in Lockhart's office. And then again just-
1239,Serpent of Slitherin,It's time.
1240,Harry Potter,It's moving. I think it's going to kill.
1241,Ron Weasley,Kill?
1242,Hermione Granger,"Harry, wait! Not so fast!"
1243,Harry Potter,Strange. I've never seen spiders act like that.
1244,Ron Weasley,I don't like spiders What's that?
1245,Hermione Granger,The Chamber of Secrets has been opened enemies the heir beware.' It's written in blood.
1246,Harry Potter,"Oh, no It's Filch's cat. It's Mrs. Norris."
1247,Students,Ahhh! What's that?
1248,Poppy Pomfrey,Oh!
1249,Draco Malfoy,"'Enemies of the heir beware!' You'll be next, Mudbloods!"
1250,Argus Filch,"What's going on 'ere? Go on, make way, make way. Potter-- What are youMrs. Norris? You'vemurdered my cat."
1251,Harry Potter,No. No.
1252,Argus Filch,I'll kill ya I'll kill ya!
1253,Albus Dumbledore,"Argus! Argus, I Everyone will proceed to their dormitories immediately. Everyone except you three."
1254,Other,"Ravenclaws, follow me!"
1255,Albus Dumbledore,"She's not dead, Argus. She has been Petrified."
1256,Gilderoy Lockhart,"Ah, thought so. So unlucky I wasn't there. I know exactly the counter curse that could have spared her."
1257,Albus Dumbledore,"But how she has been Petrified, I cannot say"
1258,Argus Filch,Ask him. It's him who's done it. You saw what he wrote on the wall.
1259,Harry Potter,"It's not true sir, I swear. I never touched Mrs. Norris."
1260,Argus Filch,Rubbish!
1261,Severus Snape,"If I might, Headmaster? Perhaps Potter and his friends were simply in the wrong place at the wrong time. However, the circumstances are suspicious. I, for one, don't recall seeing Potter at dinner."
1262,Gilderoy Lockhart,"I'm afraid that's my doing, Severus. You see, Harry was helping me answer my fan mail."
1263,Hermione Granger,"That's why Ron and I went looking for him, Professor. We'd just found him when he said"
1264,Severus Snape,"Yes, Miss Granger?"
1265,Harry Potter,When I said I wasn't hungry. We were heading back to the common room when we found Mrs. Norris.
1266,Albus Dumbledore,"Innocent until proven guilty, Severus."
1267,Argus Filch,My cat has been Petrified. I wanna see some punishment!
1268,Albus Dumbledore,"We will be able to cure her, Argus. As I understand it, Madame Sprout has a very healthy growth of Mandrakes. When matured, a potion will be made which will revive Mrs. Norris. And in the meantime, I strongly recommend caution to all."
1269,Hermione Granger,"It's a bit strange, isn't it?"
1270,Harry Potter,Strange?
1271,Hermione Granger,"You hear this voice, a voice only you can hear, and then Mrs. Norris turns up Petrified. It's just strange."
1272,Harry Potter,"Do you think I should have told them? Dumbledore and the others, I mean?"
1273,Ron Weasley,Are you mad?
1274,Hermione Granger,"No, Harry. Even in the wizarding world, hearing voices isn't a good sign."
1275,Shrunken head,"She's right, you know."
1276,Minerva McGonagall,"Could I have your attention, please? Right. Now, today, we will be transforming animals into water goblets. Like so. One, two, three, Vera verto. Now it's your turn. Well, who would like to go first? Ah! Mr. Weasley. One, two, three. Vera verto.â"
1277,Ron Weasley,Ahem. Vera verto!
1278,Students,"Ha, ha, ha, ha, ha"
1279,Minerva McGonagall,"That wand needs replacing, Mr. Weasley. Yes, Miss Granger?"
1280,Hermione Granger,"Professor, I was wondering if you could tell us aboutthe Chamber of Secrets?"
1281,Minerva McGonagall,"Well, very well. Well, you all know, of course, that Hogwarts was founded over a thousand years ago by the four greatest witches and wizards of the age: Godric Gryffindor, Helga Hufflepuff, Rowena Ravenclaw, and Salazar Slytherin. Now, three of the founders coexisted quite harmoniously. One did not."
1282,Ron Weasley,Three guesses who.
1283,Minerva McGonagall,"Salazar Slytherin wished to be more selective about the students admitted to Hogwarts. He believed magical learning should be kept within all-magic families. In other words, pure-bloods.â Unable to sway the others, he decided to leave the school. Now, according to legend, Slytherin had built a hidden chamber in this castle, known as the Chamber of Secrets. Though, shortly before departing, he sealed it until that time when his own true heir returned to the school. The heir alone would be able to open the Chamber and unleash the horror within, and by so doing purge the school of all those who, in Slytherin's view, were unworthy to study magic."
